"token","lemma","beginIndex","endIndex","previousWord","nextWord"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98351_98354","око","98351","98354","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98342_98350","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98355_98359"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98355_98359","он","98355","98359","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98351_98354","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98359_98360"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98361_98369","оставити","98361","98369","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98359_98360","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98370_98375"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98370_98375","свој","98370","98375","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98361_98369","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98376_98380"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98376_98380","жена","98376","98380","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98370_98375","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98380_98381"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98382_98387","свој","98382","98387","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98380_98381","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98388_98392"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98388_98392","деца","98388","98392","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98382_98387","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98393_98394"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98393_98394","и","98393","98394","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98388_98392","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98395_98398"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98395_98398","сав","98395","98398","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98393_98394","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98399_98404"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98399_98404","свој","98399","98404","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98395_98398","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98405_98409"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98405_98409","мило","98405","98409","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98399_98404","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98410_98411"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98410_98411","и","98410","98411","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98405_98409","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98412_98417"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98412_98417","драго","98412","98417","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98410_98411","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98418_98420"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98418_98420","па","98418","98420","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98412_98417","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98421_98427"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98421_98427","поћи","98421","98427","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98418_98420","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98428_98430"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9843_9846","пити","9843","9846","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9841_9842","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9846_9847"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98428_98430","за","98428","98430","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98421_98427","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98431_98434"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98431_98434","он","98431","98434","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98428_98430","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98435_98436"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98435_98436","у","98435","98436","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98431_98434","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98437_98443"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98437_98443","српски","98437","98443","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98435_98436","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98444_98447"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98444_98447","око","98444","98447","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98437_98443","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98447_98448"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98449_98453","који","98449","98453","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98447_98448","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98454_98456"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98454_98456","се","98454","98456","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98449_98453","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98457_98459"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98457_98459","на","98457","98459","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98454_98456","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98460_98465"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98460_98465","јарак","98460","98465","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98457_98459","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98466_98469"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98466_98469","бити","98466","98469","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98460_98465","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98470_98477"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9848_9851","кад","9848","9851","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9846_9847","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9852_9854"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98488_98490","јесам","98488","98490","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98483_98487","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98491_98496"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98491_98496","свет","98491","98496","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98488_98490","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98497_98498"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9852_9854","ти","9852","9854","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9848_9851","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9855_9860"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98497_98498","и","98497","98498","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98491_98496","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98499_98503"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98499_98503","век","98499","98503","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98497_98498","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98504_98508"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98504_98508","јесам","98504","98508","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98499_98503","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98509_98511"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98509_98511","ни","98509","98511","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98504_98508","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98512_98517"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98512_98517","један","98512","98517","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98509_98511","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98518_98524"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98518_98524","војска","98518","98524","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98512_98517","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98525_98529"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98525_98529","ићи","98525","98529","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98518_98524","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98530_98532"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98530_98532","на","98530","98532","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98525_98529","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98533_98536"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9855_9860","велим","9855","9860","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9852_9854","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9860_9861"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98533_98536","бојити","98533","98536","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98530_98532","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98537_98538"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98537_98538","с","98537","98538","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98533_98536","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98539_98544"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98539_98544","таки","98539","98544","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98537_98538","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98545_98552"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98545_98552","весеље","98545","98552","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98539_98544","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98553_98556"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98553_98556","као","98553","98556","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98545_98552","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98557_98560"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98557_98560","овај","98557","98560","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98553_98556","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98560_98561"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98562_98566","који","98562","98566","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98560_98561","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98567_98569"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98567_98569","јесам","98567","98569","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98562_98566","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98570_98576"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98570_98576","Младен","98570","98576","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98567_98569","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98577_98583"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98596_98600","бити","98596","98600","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98589_98595","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98601_98606"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98601_98606","њихов","98601","98606","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98596_98600","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98607_98615"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98607_98615","утешитељ","98607","98615","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98601_98606","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98615_98616"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9862_9864","па","9862","9864","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9860_9861","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9865_9867"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98617_98622","њихов","98617","98622","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98615_98616","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98623_98628"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98623_98628","анђео","98623","98628","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98617_98622","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98629_98637"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98629_98637","хранитељ","98629","98637","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98623_98628","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98638_98639"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98638_98639","и","98638","98639","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98629_98637","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98640_98649"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9865_9867","за","9865","9867","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9862_9864","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9868_9873"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98640_98649","обранитељ","98640","98649","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98638_98639","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98650_98651"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98650_98651","у","98650","98651","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98640_98649","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98652_98659"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98652_98659","њихов","98652","98659","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98650_98651","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98660_98664"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98660_98664","беда","98660","98664","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98652_98659","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98664_98665"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9868_9873","данас","9868","9873","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9865_9867","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9874_9877"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98666_98668","он","98666","98668","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98664_98665","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98669_98672"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98669_98672","она","98669","98672","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98666_98668","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98673_98678"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98673_98678","никад","98673","98678","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98669_98672","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98679_98683"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98679_98683","јесам","98679","98683","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98673_98678","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98684_98686"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98684_98686","на","98684","98686","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98679_98683","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98687_98690"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98687_98690","зло","98687","98690","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98684_98686","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98691_98698"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98691_98698","наводити","98691","98698","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98687_98690","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98698_98699"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9874_9877","све","9874","9877","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9868_9873","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9878_9881"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98700_98702","па","98700","98702","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98698_98699","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98703_98706"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98703_98706","они","98703","98706","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98700_98702","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98707_98711"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98707_98711","зато","98707","98711","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98703_98706","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98712_98716"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98712_98716","он","98712","98716","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98707_98711","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98717_98718"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98717_98718","и","98717","98718","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98712_98716","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98719_98722"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98719_98722","сад","98719","98722","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98717_98718","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98723_98731"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98723_98731","веровати","98723","98731","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98719_98722","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98731_98732"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98733_98735","да","98733","98735","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98731_98732","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98736_98738"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98736_98738","она","98736","98738","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98733_98735","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98739_98741"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98739_98741","он","98739","98741","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98736_98738","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98742_98743"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98742_98743","и","98742","98743","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98739_98741","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98744_98747"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98744_98747","сад","98744","98747","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98742_98743","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98748_98750"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98748_98750","на","98748","98750","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98744_98747","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98751_98756"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98751_98756","добро","98751","98756","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98748_98750","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98757_98761"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9878_9881","хтети","9878","9881","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9874_9877","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9882_9892"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98757_98761","водити","98757","98761","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98751_98756","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98762_98763"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98762_98763","и","98762","98763","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98757_98761","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98764_98766"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98764_98766","да","98764","98766","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98762_98763","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98767_98769"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98767_98769","хтети","98767","98769","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98764_98766","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98770_98772"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98770_98772","она","98770","98772","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98767_98769","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98773_98774"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98773_98774","и","98773","98774","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98770_98772","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98775_98777"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98775_98777","од","98775","98777","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98773_98774","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98778_98781"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98778_98781","сад","98778","98781","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98775_98777","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98782_98784"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98782_98784","од","98782","98784","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98778_98781","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98785_98789"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98785_98789","беда","98785","98789","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98782_98784","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98790_98791"
