token,offset_index,anchor,eltec_id,oliacat,oliacatLabel,lexeme,lemma
https://serbian.wikibase.cloud/entity/Q5243,10790,је,SRP18520.txt#offset_10788_10790,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5244,10794,мом,SRP18520.txt#offset_10791_10794,https://serbian.wikibase.cloud/entity/Q26,Determiner,,
https://serbian.wikibase.cloud/entity/Q5230,10749,Боже,SRP18520.txt#offset_10745_10749,https://serbian.wikibase.cloud/entity/Q27,Proper Noun,,
https://serbian.wikibase.cloud/entity/Q5231,10760,Боже,SRP18520.txt#offset_10756_10760,https://serbian.wikibase.cloud/entity/Q27,Proper Noun,,
https://serbian.wikibase.cloud/entity/Q5232,10764,мој,SRP18520.txt#offset_10761_10764,https://serbian.wikibase.cloud/entity/Q26,Determiner,,
https://serbian.wikibase.cloud/entity/Q5233,10765,!,SRP18520.txt#offset_10764_10765,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5234,10769,шта,SRP18520.txt#offset_10766_10769,https://serbian.wikibase.cloud/entity/Q33,Pronoun,,
https://serbian.wikibase.cloud/entity/Q5235,10772,не,SRP18520.txt#offset_10770_10772,https://serbian.wikibase.cloud/entity/Q36,Particle,,
https://serbian.wikibase.cloud/entity/Q5236,10776,бих,SRP18520.txt#offset_10773_10776,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5237,10779,ја,SRP18520.txt#offset_10777_10779,https://serbian.wikibase.cloud/entity/Q33,Pronoun,,
https://serbian.wikibase.cloud/entity/Q5238,10783,дао,SRP18520.txt#offset_10780_10783,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q5239,1081,који,SRP18520.txt#offset_1077_1081,https://serbian.wikibase.cloud/entity/Q26,Determiner,,
https://serbian.wikibase.cloud/entity/Q5245,10799,срцу,SRP18520.txt#offset_10795_10799,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5246,10811,другојачије,SRP18520.txt#offset_10800_10811,https://serbian.wikibase.cloud/entity/Q28,Adverb,,
https://serbian.wikibase.cloud/entity/Q5247,10816,него,SRP18520.txt#offset_10812_10816,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5248,10820,што,SRP18520.txt#offset_10817_10820,https://serbian.wikibase.cloud/entity/Q34,Subordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5249,10823,је,SRP18520.txt#offset_10821_10823,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5250,10824,",",SRP18520.txt#offset_10823_10824,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5251,10826,—,SRP18520.txt#offset_10825_10826,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5252,10828,а,SRP18520.txt#offset_10827_10828,https://serbian.wikibase.cloud/entity/Q28,Adverb,,
https://serbian.wikibase.cloud/entity/Q5253,10831,то,SRP18520.txt#offset_10829_10831,https://serbian.wikibase.cloud/entity/Q26,Determiner,,
https://serbian.wikibase.cloud/entity/Q5254,10834,би,SRP18520.txt#offset_10832_10834,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5255,1088,зна,SRP18520.txt#offset_1085_1088,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q5256,10842,сигурно,SRP18520.txt#offset_10835_10842,https://serbian.wikibase.cloud/entity/Q28,Adverb,,
https://serbian.wikibase.cloud/entity/Q5257,10854,другојачије,SRP18520.txt#offset_10843_10854,https://serbian.wikibase.cloud/entity/Q28,Adverb,,
https://serbian.wikibase.cloud/entity/Q5258,10859,било,SRP18520.txt#offset_10855_10859,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5259,10860,",",SRP18520.txt#offset_10859_10860,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5260,10865,само,SRP18520.txt#offset_10861_10865,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5261,1091,за,SRP18520.txt#offset_1089_1091,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q5262,10869,кад,SRP18520.txt#offset_10866_10869,https://serbian.wikibase.cloud/entity/Q34,Subordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5263,10873,бих,SRP18520.txt#offset_10870_10873,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5264,10879,један,SRP18520.txt#offset_10874_10879,https://serbian.wikibase.cloud/entity/Q21,Numeral,,
https://serbian.wikibase.cloud/entity/Q5265,10885,часак,SRP18520.txt#offset_10880_10885,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5266,10895,заборавио,SRP18520.txt#offset_10886_10895,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q5267,10899,оно,SRP18520.txt#offset_10896_10899,https://serbian.wikibase.cloud/entity/Q33,Pronoun,,
https://serbian.wikibase.cloud/entity/Q5268,10900,",",SRP18520.txt#offset_10899_10900,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5269,10904,што,SRP18520.txt#offset_10901_10904,https://serbian.wikibase.cloud/entity/Q34,Subordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5270,1099,Сремске,SRP18520.txt#offset_1092_1099,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q5271,10907,се,SRP18520.txt#offset_10905_10907,https://serbian.wikibase.cloud/entity/Q36,Particle,,
https://serbian.wikibase.cloud/entity/Q5272,10910,са,SRP18520.txt#offset_10908_10910,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q5273,10915,мном,SRP18520.txt#offset_10911_10915,https://serbian.wikibase.cloud/entity/Q33,Pronoun,,
https://serbian.wikibase.cloud/entity/Q5274,10924,догађало,SRP18520.txt#offset_10916_10924,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q5275,1108,Карловце,SRP18520.txt#offset_1100_1108,https://serbian.wikibase.cloud/entity/Q27,Proper Noun,,
https://serbian.wikibase.cloud/entity/Q5276,10934,",",SRP18520.txt#offset_10933_10934,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5277,10940,брате,SRP18520.txt#offset_10935_10940,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5278,10941,",",SRP18520.txt#offset_10940_10941,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5279,10944,ал,SRP18520.txt#offset_10942_10944,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5280,10946,’,SRP18520.txt#offset_10945_10946,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5281,10952,видиш,SRP18520.txt#offset_10947_10952,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q5282,10955,то,SRP18520.txt#offset_10953_10955,https://serbian.wikibase.cloud/entity/Q26,Determiner,,
https://serbian.wikibase.cloud/entity/Q5283,10958,се,SRP18520.txt#offset_10956_10958,https://serbian.wikibase.cloud/entity/Q36,Particle,,
https://serbian.wikibase.cloud/entity/Q5284,10961,не,SRP18520.txt#offset_10959_10961,https://serbian.wikibase.cloud/entity/Q36,Particle,,
https://serbian.wikibase.cloud/entity/Q5285,10971,заборавља,SRP18520.txt#offset_10962_10971,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q5286,10976,лако,SRP18520.txt#offset_10972_10976,https://serbian.wikibase.cloud/entity/Q28,Adverb,,
https://serbian.wikibase.cloud/entity/Q5287,10977,",",SRP18520.txt#offset_10976_10977,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5288,10984,спомен,SRP18520.txt#offset_10978_10984,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5289,10994,прошлости,SRP18520.txt#offset_10985_10994,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5290,10999,тако,SRP18520.txt#offset_10995_10999,https://serbian.wikibase.cloud/entity/Q28,Adverb,,
https://serbian.wikibase.cloud/entity/Q5291,11002,се,SRP18520.txt#offset_11000_11002,https://serbian.wikibase.cloud/entity/Q36,Particle,,
https://serbian.wikibase.cloud/entity/Q5292,18,КЊИЖЕВНА,SRP18520.txt#offset_10_18,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q5293,11011,прилепио,SRP18520.txt#offset_11003_11011,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q5294,11014,за,SRP18520.txt#offset_11012_11014,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q5295,1110,—,SRP18520.txt#offset_1109_1110,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5296,11019,моје,SRP18520.txt#offset_11015_11019,https://serbian.wikibase.cloud/entity/Q26,Determiner,,
https://serbian.wikibase.cloud/entity/Q5297,11024,срце,SRP18520.txt#offset_11020_11024,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5298,11028,као,SRP18520.txt#offset_11025_11028,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5299,11032,што,SRP18520.txt#offset_11029_11032,https://serbian.wikibase.cloud/entity/Q34,Subordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5300,11035,се,SRP18520.txt#offset_11033_11035,https://serbian.wikibase.cloud/entity/Q36,Particle,,
https://serbian.wikibase.cloud/entity/Q5301,11048,многогодишња,SRP18520.txt#offset_11036_11048,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q5602,12362,ми,SRP18520.txt#offset_12360_12362,https://serbian.wikibase.cloud/entity/Q33,Pronoun,,
https://serbian.wikibase.cloud/entity/Q5603,12368,бесмо,SRP18520.txt#offset_12363_12368,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5604,12370,и,SRP18520.txt#offset_12369_12370,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5605,12376,иначе,SRP18520.txt#offset_12371_12376,https://serbian.wikibase.cloud/entity/Q36,Particle,,
https://serbian.wikibase.cloud/entity/Q5606,12383,срећни,SRP18520.txt#offset_12377_12383,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q5607,12385,у,SRP18520.txt#offset_12384_12385,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q5608,12392,сваком,SRP18520.txt#offset_12386_12392,https://serbian.wikibase.cloud/entity/Q26,Determiner,,
https://serbian.wikibase.cloud/entity/Q5609,12411,бесмо,SRP18520.txt#offset_12406_12411,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5610,12417,добре,SRP18520.txt#offset_12412_12417,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q5611,1255,—,SRP18520.txt#offset_1254_1255,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5612,12423,газде,SRP18520.txt#offset_12418_12423,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5613,12425,у,SRP18520.txt#offset_12424_12425,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q5614,12430,селу,SRP18520.txt#offset_12426_12430,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5615,12431,",",SRP18520.txt#offset_12430_12431,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5616,12436,отац,SRP18520.txt#offset_12432_12436,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5617,12440,мој,SRP18520.txt#offset_12437_12440,https://serbian.wikibase.cloud/entity/Q26,Determiner,,
https://serbian.wikibase.cloud/entity/Q5618,12445,имао,SRP18520.txt#offset_12441_12445,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q5619,12448,је,SRP18520.txt#offset_12446_12448,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5620,12453,кућу,SRP18520.txt#offset_12449_12453,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5621,12455,и,SRP18520.txt#offset_12454_12455,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5622,12462,сесију,SRP18520.txt#offset_12456_12462,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5623,12468,земље,SRP18520.txt#offset_12463_12468,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5624,12469,",",SRP18520.txt#offset_12468_12469,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5625,12475,имали,SRP18520.txt#offset_12470_12475,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q5626,12479,смо,SRP18520.txt#offset_12476_12479,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5627,12486,четири,SRP18520.txt#offset_12480_12486,https://serbian.wikibase.cloud/entity/Q21,Numeral,,
https://serbian.wikibase.cloud/entity/Q5628,12491,вола,SRP18520.txt#offset_12487_12491,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5629,12492,",",SRP18520.txt#offset_12491_12492,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5630,12497,лепа,SRP18520.txt#offset_12493_12497,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q5631,12504,четири,SRP18520.txt#offset_12498_12504,https://serbian.wikibase.cloud/entity/Q21,Numeral,,
https://serbian.wikibase.cloud/entity/Q5632,12512,крсташа,SRP18520.txt#offset_12505_12512,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5633,12513,",",SRP18520.txt#offset_12512_12513,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5634,12520,рогови,SRP18520.txt#offset_12514_12520,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5635,12522,у,SRP18520.txt#offset_12521_12522,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q5636,12526,њих,SRP18520.txt#offset_12523_12526,https://serbian.wikibase.cloud/entity/Q33,Pronoun,,
https://serbian.wikibase.cloud/entity/Q5637,12531,беху,SRP18520.txt#offset_12527_12531,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5638,12535,као,SRP18520.txt#offset_12532_12535,https://serbian.wikibase.cloud/entity/Q28,Adverb,,
https://serbian.wikibase.cloud/entity/Q5639,12537,у,SRP18520.txt#offset_12536_12537,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q5640,12544,јелена,SRP18520.txt#offset_12538_12544,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5641,12545,",",SRP18520.txt#offset_12544_12545,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5642,12549,али,SRP18520.txt#offset_12546_12549,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5643,12553,још,SRP18520.txt#offset_12550_12553,https://serbian.wikibase.cloud/entity/Q28,Adverb,,
https://serbian.wikibase.cloud/entity/Q5644,1257,1,SRP18520.txt#offset_1256_1257,https://serbian.wikibase.cloud/entity/Q21,Numeral,,
https://serbian.wikibase.cloud/entity/Q5645,12558,више,SRP18520.txt#offset_12554_12558,https://serbian.wikibase.cloud/entity/Q28,Adverb,,
https://serbian.wikibase.cloud/entity/Q5646,12560,у,SRP18520.txt#offset_12559_12560,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q5647,12565,шире,SRP18520.txt#offset_12561_12565,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q5648,12570,него,SRP18520.txt#offset_12566_12570,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5649,12572,у,SRP18520.txt#offset_12571_12572,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q5650,1261,мај,SRP18520.txt#offset_1258_1261,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5651,12579,јелена,SRP18520.txt#offset_12573_12579,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5652,12580,",",SRP18520.txt#offset_12579_12580,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5653,12582,а,SRP18520.txt#offset_12581_12582,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q5654,12589,врхови,SRP18520.txt#offset_12583_12589,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5655,12594,беху,SRP18520.txt#offset_12590_12594,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5656,1266,1848,SRP18520.txt#offset_1262_1266,https://serbian.wikibase.cloud/entity/Q21,Numeral,,
https://serbian.wikibase.cloud/entity/Q5657,12601,бачени,SRP18520.txt#offset_12595_12601,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q5658,12608,натраг,SRP18520.txt#offset_12602_12608,https://serbian.wikibase.cloud/entity/Q28,Adverb,,
https://serbian.wikibase.cloud/entity/Q5659,12609,",",SRP18520.txt#offset_12608_12609,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5660,12615,длаку,SRP18520.txt#offset_12610_12615,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5661,12618,на,SRP18520.txt#offset_12616_12618,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q5662,12624,глави,SRP18520.txt#offset_12619_12624,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5663,12630,имаше,SRP18520.txt#offset_12625_12630,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q5664,12635,белу,SRP18520.txt#offset_12631_12635,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q5665,12637,и,SRP18520.txt#offset_12636_12637,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5666,12646,коврчаву,SRP18520.txt#offset_12638_12646,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q5667,12647,",",SRP18520.txt#offset_12646_12647,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5668,12652,која,SRP18520.txt#offset_12648_12652,https://serbian.wikibase.cloud/entity/Q26,Determiner,,
https://serbian.wikibase.cloud/entity/Q5669,12655,је,SRP18520.txt#offset_12653_12655,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5670,12661,скоро,SRP18520.txt#offset_12656_12661,https://serbian.wikibase.cloud/entity/Q28,Adverb,,
https://serbian.wikibase.cloud/entity/Q5671,12664,до,SRP18520.txt#offset_12662_12664,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q5672,12670,очију,SRP18520.txt#offset_12665_12670,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5673,12679,попадала,SRP18520.txt#offset_12671_12679,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q5674,12684,била,SRP18520.txt#offset_12680_12684,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5675,12687,на,SRP18520.txt#offset_12685_12687,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q5676,12693,глави,SRP18520.txt#offset_12688_12693,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5677,12694,",",SRP18520.txt#offset_12693_12694,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5678,12696,—,SRP18520.txt#offset_12695_12696,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5679,12699,па,SRP18520.txt#offset_12697_12699,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5680,12705,после,SRP18520.txt#offset_12700_12705,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q5681,12709,сва,SRP18520.txt#offset_12706_12709,https://serbian.wikibase.cloud/entity/Q26,Determiner,,
https://serbian.wikibase.cloud/entity/Q5682,12713,ова,SRP18520.txt#offset_12710_12713,https://serbian.wikibase.cloud/entity/Q26,Determiner,,
https://serbian.wikibase.cloud/entity/Q5683,12720,четири,SRP18520.txt#offset_12714_12720,https://serbian.wikibase.cloud/entity/Q21,Numeral,,
https://serbian.wikibase.cloud/entity/Q5684,12725,вола,SRP18520.txt#offset_12721_12725,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5685,12730,беху,SRP18520.txt#offset_12726_12730,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5686,12735,тако,SRP18520.txt#offset_12731_12735,https://serbian.wikibase.cloud/entity/Q28,Adverb,,
https://serbian.wikibase.cloud/entity/Q5687,12743,једнака,SRP18520.txt#offset_12736_12743,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q5688,12745,и,SRP18520.txt#offset_12744_12745,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5689,12747,у,SRP18520.txt#offset_12746_12747,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q5690,12752,ходу,SRP18520.txt#offset_12748_12752,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5691,12754,и,SRP18520.txt#offset_12753_12754,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5692,12756,у,SRP18520.txt#offset_12755_12756,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q5693,12765,величини,SRP18520.txt#offset_12757_12765,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5694,12767,и,SRP18520.txt#offset_12766_12767,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5695,12775,дебљини,SRP18520.txt#offset_12768_12775,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5696,12776,",",SRP18520.txt#offset_12775_12776,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5697,12779,да,SRP18520.txt#offset_12777_12779,https://serbian.wikibase.cloud/entity/Q34,Subordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5698,12782,је,SRP18520.txt#offset_12780_12782,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5699,12785,то,SRP18520.txt#offset_12783_12785,https://serbian.wikibase.cloud/entity/Q26,Determiner,,
https://serbian.wikibase.cloud/entity/Q5700,12792,дивота,SRP18520.txt#offset_12786_12792,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5701,12797,било,SRP18520.txt#offset_12793_12797,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5102,105624,доба,SRP18520.txt#offset_105620_105624,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5103,105625,;,SRP18520.txt#offset_105624_105625,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5104,105628,ал,SRP18520.txt#offset_105626_105628,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q5105,105630,’,SRP18520.txt#offset_105629_105630,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q5106,105633,ја,SRP18520.txt#offset_105631_105633,https://serbian.wikibase.cloud/entity/Q33,Pronoun,,
https://serbian.wikibase.cloud/entity/Q5107,105637,сам,SRP18520.txt#offset_105634_105637,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q5108,105640,се,SRP18520.txt#offset_105638_105640,https://serbian.wikibase.cloud/entity/Q36,Particle,,
https://serbian.wikibase.cloud/entity/Q5109,105647,заклео,SRP18520.txt#offset_105641_105647,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q5110,105653,живим,SRP18520.txt#offset_105648_105653,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q5111,105659,Богом,SRP18520.txt#offset_105654_105659,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q5112,10570,бој,SRP18520.txt#offset_10567_10570,https://serbian.wikibase.cloud/entity/Q22,Verb,,
